2023-12-15 10:53:48.655 [INFO]:1904	[main]:157	[U] 
2023-12-15 12:07:57.957 [INFO]:7164	[cutcontroller]:3099	stop monitor leg move at step "femur ANTERIOR" when moving
2023-12-15 12:07:57.957 [INFO]:7164	[navigatorController]:758	ArmState :  1
2023-12-15 12:07:57.957 [INFO]:7164	[navigatorController]:759	isStart :  false
2023-12-15 12:07:57.957 [INFO]:7164	[navigatorController]:760	step :  5
2023-12-15 12:07:57.957 [INFO]:7164	[cutcontroller]:1289	arm arrived relative accurate near.
2023-12-15 12:07:58.274 [INFO]:7164	[navigatorController]:635	isReached() not in cut verify model, so verify reference is calculated based on arm reference and verify result.
2023-12-15 12:07:58.274 [INFO]:7164	[coordinateTransformation]:864	armReference q0,qx,qy,qz= -0.949012 0.0452662 0.0279438 0.310718
2023-12-15 12:07:58.274 [INFO]:7164	[coordinateTransformation]:864	armReference tx,ty,tz= -118.052 -145.551 -1584.16
2023-12-15 12:07:58.274 [INFO]:7164	[coordinateTransformation]:865	offsetSaw q0,qx,qy,qz= 0.999781 -0.00100422 -0.0209167 -0.00026555
2023-12-15 12:07:58.274 [INFO]:7164	[coordinateTransformation]:865	offsetSaw x,y,z= 179.258 15.1872 -2.43709
2023-12-15 12:07:58.274 [INFO]:7164	[coordinateTransformation]:879	++++offset 153.421 -93.3232 11.0856
2023-12-15 12:07:58.274 [INFO]:7164	[coordinateTransformation]:1003	calculateOffsetKnifeTip arm reference q0,qx,qy,qz= -0.949012 0.0452662 0.0279438 0.310718
2023-12-15 12:07:58.274 [INFO]:7164	[coordinateTransformation]:1003	calculateOffsetKnifeTip arm reference tx,ty,tz= -118.052 -145.551 -1584.16
2023-12-15 12:07:58.274 [INFO]:7164	[coordinateTransformation]:1004	calculateOffsetKnifeTip verify reference q0,qx,qy,qz= -0.948092 0.0527011 0.0474879 0.309983
2023-12-15 12:07:58.274 [INFO]:7164	[coordinateTransformation]:1004	calculateOffsetKnifeTip verify reference tx,ty,tz= 35.369 -238.875 -1573.07
2023-12-15 12:07:58.274 [INFO]:7164	[coordinateTransformation]:1051	calculateOffsetKnifeTip offset verify XYZ : 179.258    15.1872    -2.43709
2023-12-15 12:07:58.274 [INFO]:7164	[coordinateTransformation]:1052	calculateOffsetKnifeTip offset angle : Yaw:  -0.114514  Pitch:  -2.39709  Roll:  -0.0280407
2023-12-15 12:07:58.274 [DEBUG]:7164	[datamanager]:1485	read  "QuickToolParam/0720-L"
2023-12-15 12:07:58.274 [INFO]:7164	[coordinateTransformation]:1130	 offset knife tip XYZ : 174.384    15.6385    -28.2645
2023-12-15 12:07:58.274 [INFO]:7164	[coordinateTransformation]:1418	CutPlaneName : 0
2023-12-15 12:07:58.274 [INFO]:7164	[coordinateTransformation]:1419	arrived plane Pos: 0.0196882    0.112049    0.335396
2023-12-15 12:07:58.274 [INFO]:7164	[coordinateTransformation]:1420	arrived plane Pose:  Roll: 0.00429994 pitch:   -0.175642 Yaw:   -0.0262273
2023-12-15 12:07:58.274 [INFO]:7164	[coordinateTransformation]:1433	 distance =  0.354165
2023-12-15 12:07:58.274 [DEBUG]:7164	[coordinateTransformation]:1434	 dot =  0.999999
2023-12-15 12:07:58.274 [WARN]:7164	[cutcontroller]:1103	arm arrived, but didn't reach accurate pos "femur ANTERIOR" , distance 60
2023-12-15 12:07:58.274 [INFO]:7164	[cutcontroller]:1104	retry to go "femur ANTERIOR" , retry times: 0
2023-12-15 12:07:58.274 [INFO]:7164	[cutcontroller]:2640	execute the path root.
2023-12-15 12:07:58.274 [INFO]:7164	[cutcontroller]:2693	"4/4" move to: "femur ANTERIOR" , pos: "accurate"
2023-12-15 12:07:58.274 [INFO]:7164	[cutcontroller]:2365	moveToPosition "femur ANTERIOR" "accurate" 60
2023-12-15 12:07:58.274 [INFO]:7164	[navigatorController]:473	 getDistance not cut verify model.
2023-12-15 12:07:58.274 [INFO]:7164	[coordinateTransformation]:864	armReference q0,qx,qy,qz= 0.949005 -0.0453555 -0.028159 -0.310707
2023-12-15 12:07:58.274 [INFO]:7164	[coordinateTransformation]:864	armReference tx,ty,tz= -118.046 -145.537 -1584.16
2023-12-15 12:07:58.274 [INFO]:7164	[coordinateTransformation]:865	offsetSaw q0,qx,qy,qz= 0.999781 -0.00100422 -0.0209167 -0.00026555
2023-12-15 12:07:58.274 [INFO]:7164	[coordinateTransformation]:865	offsetSaw x,y,z= 179.258 15.1872 -2.43709
2023-12-15 12:07:58.274 [INFO]:7164	[coordinateTransformation]:879	++++offset 153.42 -93.315 11.1681
2023-12-15 12:07:58.274 [INFO]:7164	[navigatorController]:484	CutStep ==  5
2023-12-15 12:07:58.274 [INFO]:7164	[coordinateTransformation]:1003	calculateOffsetKnifeTip arm reference q0,qx,qy,qz= 0.949005 -0.0453555 -0.028159 -0.310707
2023-12-15 12:07:58.274 [INFO]:7164	[coordinateTransformation]:1003	calculateOffsetKnifeTip arm reference tx,ty,tz= -118.046 -145.537 -1584.16
2023-12-15 12:07:58.274 [INFO]:7164	[coordinateTransformation]:1004	calculateOffsetKnifeTip verify reference q0,qx,qy,qz= 0.94808 -0.05279 -0.0477029 -0.30997
2023-12-15 12:07:58.274 [INFO]:7164	[coordinateTransformation]:1004	calculateOffsetKnifeTip verify reference tx,ty,tz= 35.3736 -238.852 -1572.99
2023-12-15 12:07:58.274 [INFO]:7164	[coordinateTransformation]:1051	calculateOffsetKnifeTip offset verify XYZ : 179.258    15.1872    -2.43709
2023-12-15 12:07:58.274 [INFO]:7164	[coordinateTransformation]:1052	calculateOffsetKnifeTip offset angle : Yaw:  -0.114514  Pitch:  -2.39709  Roll:  -0.0280407
2023-12-15 12:07:58.274 [DEBUG]:7164	[datamanager]:1485	read  "QuickToolParam/0720-L"
2023-12-15 12:07:58.274 [INFO]:7164	[coordinateTransformation]:1130	 offset knife tip XYZ : 174.384    15.6385    -28.2645
2023-12-15 12:07:58.274 [INFO]:7164	[coordinateTransformation]:1262	transformCoordinateToKnife verifyReference q0,qx,qy,qz= 0.94808 -0.05279 -0.0477029 -0.30997
2023-12-15 12:07:58.274 [INFO]:7164	[coordinateTransformation]:1262	transformCoordinateToKnife verifyReference tx,ty,tz= 35.3736 -238.852 -1572.99
2023-12-15 12:07:58.274 [INFO]:7164	[coordinateTransformation]:1263	transformCoordinateToKnife boneReference q0,qx,qy,qz= 0.966289 -0.0077249 -0.0636298 0.249352
2023-12-15 12:07:58.274 [INFO]:7164	[coordinateTransformation]:1263	transformCoordinateToKnife boneReference tx,ty,tz= 171.495 -485.923 -1545.42
2023-12-15 12:07:58.274 [INFO]:7164	[coordinateTransformation]:1317	 near : 0.0189181     0.0982531     0.415804     0.00864692    -0.118832    -0.0140259
2023-12-15 12:07:58.274 [INFO]:7164	[navigatorController]:593	pos: 10  height:  60
2023-12-15 12:07:58.274 [INFO]:7164	[navigatorController]:594	knife pose : 0.0189181    0.0982531    0.415804
2023-12-15 12:07:58.274 [INFO]:7164	[navigatorController]:595	knife pose : 0.00864692    -0.118832    -0.0140259
2023-12-15 12:07:58.274 [DEBUG]:7164	[CommunicationModule]:82	sendpos
2023-12-15 12:07:58.274 [INFO]:7164	[cutcontroller]:2387	send arm position x,y,x,a,b,c, level 0.0189181 0.0982531 0.415804 0.00864692 -0.118832 -0.0140259 50
2023-12-15 12:07:58.274 [INFO]:7164	[cutcontroller]:3099	start monitor leg move at step "femur ANTERIOR" when moving
2023-12-15 12:07:58.274 [INFO]:7164	[navigatorController]:758	ArmState :  1
2023-12-15 12:07:58.274 [INFO]:7164	[navigatorController]:759	isStart :  true
2023-12-15 12:07:58.274 [INFO]:7164	[navigatorController]:760	step :  5
2023-12-15 12:07:58.295 [DEBUG]:880	[CommunicationModule]:342	send arm command= 7 length= 36
2023-12-15 12:07:58.295 [DEBUG]:880	[CommunicationModule]:360	send data success!!!
2023-12-15 12:07:58.328 [DEBUG]:3560	[CommunicationModule]:507	receive message from arm. command= 112
2023-12-15 12:07:58.328 [INFO]:8092	[DeviceManager]:623	arm receive move start
2023-12-15 12:07:58.328 [INFO]:7164	[cutcontroller]:1388	arm receive move start
2023-12-15 12:07:58.375 [DEBUG]:3560	[CommunicationModule]:507	receive message from arm. command= 138
2023-12-15 12:07:58.799 [DEBUG]:3560	[CommunicationModule]:507	receive message from arm. command= 113
2023-12-15 12:07:58.799 [INFO]:8092	[DeviceManager]:629	arm receive move stop
2023-12-15 12:07:58.799 [INFO]:7164	[cutcontroller]:1391	arm receive move stop
2023-12-15 12:07:58.898 [DEBUG]:3560	[CommunicationModule]:507	receive message from arm. command= 102
2023-12-15 12:07:58.898 [INFO]:8092	[DeviceManager]:583	arm arrived relative pos
2023-12-15 12:07:58.898 [INFO]:7164	[cutcontroller]:1593	arm arrived relative pos
2023-12-15 12:07:58.898 [INFO]:7164	[cutcontroller]:3099	stop monitor leg move at step "femur ANTERIOR" when moving
2023-12-15 12:07:58.898 [INFO]:7164	[navigatorController]:758	ArmState :  1
2023-12-15 12:07:58.898 [INFO]:7164	[navigatorController]:759	isStart :  false
2023-12-15 12:07:58.898 [INFO]:7164	[navigatorController]:760	step :  5
2023-12-15 12:07:58.898 [INFO]:7164	[cutcontroller]:1289	arm arrived relative accurate near.
2023-12-15 12:07:58.974 [DEBUG]:1904	[cutwidget]:1382	contextMenuEvent: isPedalPressed() true isSawEnable() false
2023-12-15 12:07:59.207 [INFO]:7164	[navigatorController]:635	isReached() not in cut verify model, so verify reference is calculated based on arm reference and verify result.
2023-12-15 12:07:59.207 [INFO]:7164	[coordinateTransformation]:864	armReference q0,qx,qy,qz= -0.948995 0.0456959 0.0292969 0.310583
2023-12-15 12:07:59.207 [INFO]:7164	[coordinateTransformation]:864	armReference tx,ty,tz= -118.026 -145.331 -1584.11
2023-12-15 12:07:59.207 [INFO]:7164	[coordinateTransformation]:865	offsetSaw q0,qx,qy,qz= 0.999781 -0.00100422 -0.0209167 -0.00026555
2023-12-15 12:07:59.207 [INFO]:7164	[coordinateTransformation]:865	offsetSaw x,y,z= 179.258 15.1872 -2.43709
2023-12-15 12:07:59.207 [INFO]:7164	[coordinateTransformation]:879	++++offset 153.427 -93.2514 11.5923
2023-12-15 12:07:59.207 [INFO]:7164	[coordinateTransformation]:1003	calculateOffsetKnifeTip arm reference q0,qx,qy,qz= -0.948995 0.0456959 0.0292969 0.310583
2023-12-15 12:07:59.207 [INFO]:7164	[coordinateTransformation]:1003	calculateOffsetKnifeTip arm reference tx,ty,tz= -118.026 -145.331 -1584.11
2023-12-15 12:07:59.207 [INFO]:7164	[coordinateTransformation]:1004	calculateOffsetKnifeTip verify reference q0,qx,qy,qz= -0.948046 0.0531274 0.0488406 0.30984
2023-12-15 12:07:59.207 [INFO]:7164	[coordinateTransformation]:1004	calculateOffsetKnifeTip verify reference tx,ty,tz= 35.4004 -238.582 -1572.52
2023-12-15 12:07:59.207 [INFO]:7164	[coordinateTransformation]:1051	calculateOffsetKnifeTip offset verify XYZ : 179.258    15.1872    -2.43709
2023-12-15 12:07:59.207 [INFO]:7164	[coordinateTransformation]:1052	calculateOffsetKnifeTip offset angle : Yaw:  -0.114514  Pitch:  -2.39709  Roll:  -0.0280407
2023-12-15 12:07:59.207 [DEBUG]:7164	[datamanager]:1485	read  "QuickToolParam/0720-L"
2023-12-15 12:07:59.207 [INFO]:7164	[coordinateTransformation]:1130	 offset knife tip XYZ : 174.384    15.6385    -28.2645
2023-12-15 12:07:59.207 [INFO]:7164	[coordinateTransformation]:1418	CutPlaneName : 0
2023-12-15 12:07:59.207 [INFO]:7164	[coordinateTransformation]:1419	arrived plane Pos: 0.213738    -0.215994    0.289649
2023-12-15 12:07:59.207 [INFO]:7164	[coordinateTransformation]:1420	arrived plane Pose:  Roll: 0.00794871 pitch:   0.0850591 Yaw:   0.00222582
2023-12-15 12:07:59.207 [INFO]:7164	[coordinateTransformation]:1433	 distance =  0.419802
2023-12-15 12:07:59.207 [DEBUG]:7164	[coordinateTransformation]:1434	 dot =  1
2023-12-15 12:07:59.207 [WARN]:7164	[cutcontroller]:1103	arm arrived, but didn't reach accurate pos "femur ANTERIOR" , distance 60
2023-12-15 12:07:59.207 [INFO]:7164	[cutcontroller]:1104	retry to go "femur ANTERIOR" , retry times: 1
2023-12-15 12:07:59.207 [INFO]:7164	[cutcontroller]:2640	execute the path root.
2023-12-15 12:07:59.207 [INFO]:7164	[cutcontroller]:2693	"4/4" move to: "femur ANTERIOR" , pos: "accurate"
2023-12-15 12:07:59.207 [INFO]:7164	[cutcontroller]:2365	moveToPosition "femur ANTERIOR" "accurate" 60
2023-12-15 12:07:59.207 [INFO]:7164	[navigatorController]:473	 getDistance not cut verify model.
2023-12-15 12:07:59.207 [INFO]:7164	[coordinateTransformation]:864	armReference q0,qx,qy,qz= 0.948992 -0.045653 -0.0292866 -0.3106
2023-12-15 12:07:59.207 [INFO]:7164	[coordinateTransformation]:864	armReference tx,ty,tz= -118.038 -145.367 -1584.13
2023-12-15 12:07:59.207 [INFO]:7164	[coordinateTransformation]:865	offsetSaw q0,qx,qy,qz= 0.999781 -0.00100422 -0.0209167 -0.00026555
2023-12-15 12:07:59.207 [INFO]:7164	[coordinateTransformation]:865	offsetSaw x,y,z= 179.258 15.1872 -2.43709
2023-12-15 12:07:59.207 [INFO]:7164	[coordinateTransformation]:879	++++offset 153.424 -93.2575 11.5854
2023-12-15 12:07:59.207 [INFO]:7164	[navigatorController]:484	CutStep ==  5
2023-12-15 12:07:59.207 [INFO]:7164	[coordinateTransformation]:1003	calculateOffsetKnifeTip arm reference q0,qx,qy,qz= 0.948992 -0.045653 -0.0292866 -0.3106
2023-12-15 12:07:59.207 [INFO]:7164	[coordinateTransformation]:1003	calculateOffsetKnifeTip arm reference tx,ty,tz= -118.038 -145.367 -1584.13
2023-12-15 12:07:59.207 [INFO]:7164	[coordinateTransformation]:1004	calculateOffsetKnifeTip verify reference q0,qx,qy,qz= 0.948043 -0.053085 -0.0488302 -0.309858
2023-12-15 12:07:59.207 [INFO]:7164	[coordinateTransformation]:1004	calculateOffsetKnifeTip verify reference tx,ty,tz= 35.3858 -238.625 -1572.54
2023-12-15 12:07:59.207 [INFO]:7164	[coordinateTransformation]:1051	calculateOffsetKnifeTip offset verify XYZ : 179.258    15.1872    -2.43709
2023-12-15 12:07:59.207 [INFO]:7164	[coordinateTransformation]:1052	calculateOffsetKnifeTip offset angle : Yaw:  -0.114514  Pitch:  -2.39709  Roll:  -0.0280407
2023-12-15 12:07:59.207 [DEBUG]:7164	[datamanager]:1485	read  "QuickToolParam/0720-L"
2023-12-15 12:07:59.207 [INFO]:7164	[coordinateTransformation]:1130	 offset knife tip XYZ : 174.384    15.6385    -28.2645
2023-12-15 12:07:59.207 [INFO]:7164	[coordinateTransformation]:1262	transformCoordinateToKnife verifyReference q0,qx,qy,qz= 0.948043 -0.053085 -0.0488302 -0.309858
2023-12-15 12:07:59.207 [INFO]:7164	[coordinateTransformation]:1262	transformCoordinateToKnife verifyReference tx,ty,tz= 35.3858 -238.625 -1572.54
2023-12-15 12:07:59.207 [INFO]:7164	[coordinateTransformation]:1263	transformCoordinateToKnife boneReference q0,qx,qy,qz= 0.966316 -0.00718588 -0.06332 0.249344
2023-12-15 12:07:59.207 [INFO]:7164	[coordinateTransformation]:1263	transformCoordinateToKnife boneReference tx,ty,tz= 171.532 -486.078 -1545.38
2023-12-15 12:07:59.207 [INFO]:7164	[coordinateTransformation]:1317	 near : 0.215916     -0.192542     0.30089     0.00852843    0.0850591    -0.0102926
2023-12-15 12:07:59.207 [INFO]:7164	[navigatorController]:593	pos: 10  height:  60
2023-12-15 12:07:59.207 [INFO]:7164	[navigatorController]:594	knife pose : 0.215916    -0.192542    0.30089
2023-12-15 12:07:59.207 [INFO]:7164	[navigatorController]:595	knife pose : 0.00852843    0.0850591    -0.0102926
2023-12-15 12:07:59.207 [DEBUG]:7164	[CommunicationModule]:82	sendpos
2023-12-15 12:07:59.207 [INFO]:7164	[cutcontroller]:2387	send arm position x,y,x,a,b,c, level 0.215916 -0.192542 0.30089 0.00852843 0.0850591 -0.0102926 50
2023-12-15 12:07:59.207 [INFO]:7164	[cutcontroller]:3099	start monitor leg move at step "femur ANTERIOR" when moving
2023-12-15 12:07:59.207 [INFO]:7164	[navigatorController]:758	ArmState :  1
2023-12-15 12:07:59.207 [INFO]:7164	[navigatorController]:759	isStart :  true
2023-12-15 12:07:59.207 [INFO]:7164	[navigatorController]:760	step :  5
2023-12-15 12:07:59.224 [DEBUG]:880	[CommunicationModule]:342	send arm command= 7 length= 36
2023-12-15 12:07:59.224 [DEBUG]:880	[CommunicationModule]:360	send data success!!!
2023-12-15 12:07:59.260 [DEBUG]:3560	[CommunicationModule]:507	receive message from arm. command= 112
2023-12-15 12:07:59.260 [INFO]:8092	[DeviceManager]:623	arm receive move start
2023-12-15 12:07:59.260 [INFO]:7164	[cutcontroller]:1388	arm receive move start
2023-12-15 12:07:59.310 [DEBUG]:3560	[CommunicationModule]:507	receive message from arm. command= 138
2023-12-15 12:07:59.644 [DEBUG]:3560	[CommunicationModule]:507	receive message from arm. command= 113
2023-12-15 12:07:59.644 [INFO]:8092	[DeviceManager]:629	arm receive move stop
2023-12-15 12:07:59.644 [INFO]:7164	[cutcontroller]:1391	arm receive move stop
2023-12-15 12:07:59.708 [DEBUG]:3560	[CommunicationModule]:507	receive message from arm. command= 102
2023-12-15 12:07:59.708 [INFO]:8092	[DeviceManager]:583	arm arrived relative pos
2023-12-15 12:07:59.708 [INFO]:7164	[cutcontroller]:1593	arm arrived relative pos
2023-12-15 12:07:59.708 [INFO]:7164	[cutcontroller]:3099	stop monitor leg move at step "femur ANTERIOR" when moving
2023-12-15 12:07:59.708 [INFO]:7164	[navigatorController]:758	ArmState :  1
2023-12-15 12:07:59.708 [INFO]:7164	[navigatorController]:759	isStart :  false
2023-12-15 12:07:59.708 [INFO]:7164	[navigatorController]:760	step :  5
2023-12-15 12:07:59.708 [INFO]:7164	[cutcontroller]:1289	arm arrived relative accurate near.
2023-12-15 12:08:00.024 [INFO]:7164	[navigatorController]:635	isReached() not in cut verify model, so verify reference is calculated based on arm reference and verify result.
2023-12-15 12:08:00.024 [INFO]:7164	[coordinateTransformation]:864	armReference q0,qx,qy,qz= -0.94904 0.0457244 0.0286275 0.310503
2023-12-15 12:08:00.024 [INFO]:7164	[coordinateTransformation]:864	armReference tx,ty,tz= -118.165 -145.73 -1583.5
2023-12-15 12:08:00.024 [INFO]:7164	[coordinateTransformation]:865	offsetSaw q0,qx,qy,qz= 0.999781 -0.00100422 -0.0209167 -0.00026555
2023-12-15 12:08:00.024 [INFO]:7164	[coordinateTransformation]:865	offsetSaw x,y,z= 179.258 15.1872 -2.43709
2023-12-15 12:08:00.024 [INFO]:7164	[coordinateTransformation]:879	++++offset 153.453 -93.2376 11.3595
2023-12-15 12:08:00.024 [INFO]:7164	[coordinateTransformation]:1003	calculateOffsetKnifeTip arm reference q0,qx,qy,qz= -0.94904 0.0457244 0.0286275 0.310503
2023-12-15 12:08:00.024 [INFO]:7164	[coordinateTransformation]:1003	calculateOffsetKnifeTip arm reference tx,ty,tz= -118.165 -145.73 -1583.5
2023-12-15 12:08:00.024 [INFO]:7164	[coordinateTransformation]:1004	calculateOffsetKnifeTip verify reference q0,qx,qy,qz= -0.948105 0.0531545 0.0481724 0.309759
2023-12-15 12:08:00.024 [INFO]:7164	[coordinateTransformation]:1004	calculateOffsetKnifeTip verify reference tx,ty,tz= 35.2878 -238.968 -1572.15
2023-12-15 12:08:00.024 [INFO]:7164	[coordinateTransformation]:1051	calculateOffsetKnifeTip offset verify XYZ : 179.258    15.1872    -2.43709
2023-12-15 12:08:00.024 [INFO]:7164	[coordinateTransformation]:1052	calculateOffsetKnifeTip offset angle : Yaw:  -0.114514  Pitch:  -2.39709  Roll:  -0.0280407
2023-12-15 12:08:00.024 [DEBUG]:7164	[datamanager]:1485	read  "QuickToolParam/0720-L"
2023-12-15 12:08:00.024 [INFO]:7164	[coordinateTransformation]:1130	 offset knife tip XYZ : 174.384    15.6385    -28.2645
2023-12-15 12:08:00.024 [INFO]:7164	[coordinateTransformation]:1418	CutPlaneName : 0
2023-12-15 12:08:00.024 [INFO]:7164	[coordinateTransformation]:1419	arrived plane Pos: -0.0958774    0.198066    -0.423913
2023-12-15 12:08:00.024 [INFO]:7164	[coordinateTransformation]:1420	arrived plane Pose:  Roll: -0.000162591 pitch:   -0.0549471 Yaw:   0.0220033
2023-12-15 12:08:00.024 [INFO]:7164	[coordinateTransformation]:1433	 distance =  0.477624
2023-12-15 12:08:00.024 [DEBUG]:7164	[coordinateTransformation]:1434	 dot =  1
2023-12-15 12:08:00.024 [WARN]:7164	[cutcontroller]:1103	arm arrived, but didn't reach accurate pos "femur ANTERIOR" , distance 60
2023-12-15 12:08:00.024 [INFO]:7164	[cutcontroller]:1104	retry to go "femur ANTERIOR" , retry times: 2
2023-12-15 12:08:00.024 [INFO]:7164	[cutcontroller]:2640	execute the path root.
2023-12-15 12:08:00.024 [INFO]:7164	[cutcontroller]:2693	"4/4" move to: "femur ANTERIOR" , pos: "accurate"
2023-12-15 12:08:00.024 [INFO]:7164	[cutcontroller]:2365	moveToPosition "femur ANTERIOR" "accurate" 60
2023-12-15 12:08:00.024 [INFO]:7164	[navigatorController]:473	 getDistance not cut verify model.
2023-12-15 12:08:00.024 [INFO]:7164	[coordinateTransformation]:864	armReference q0,qx,qy,qz= 0.949047 -0.0455933 -0.0286221 -0.310503
2023-12-15 12:08:00.024 [INFO]:7164	[coordinateTransformation]:864	armReference tx,ty,tz= -118.152 -145.743 -1583.51
2023-12-15 12:08:00.024 [INFO]:7164	[coordinateTransformation]:865	offsetSaw q0,qx,qy,qz= 0.999781 -0.00100422 -0.0209167 -0.00026555
2023-12-15 12:08:00.024 [INFO]:7164	[coordinateTransformation]:865	offsetSaw x,y,z= 179.258 15.1872 -2.43709
2023-12-15 12:08:00.024 [INFO]:7164	[coordinateTransformation]:879	++++offset 153.453 -93.239 11.3468
2023-12-15 12:08:00.024 [INFO]:7164	[navigatorController]:484	CutStep ==  5
2023-12-15 12:08:00.024 [INFO]:7164	[coordinateTransformation]:1003	calculateOffsetKnifeTip arm reference q0,qx,qy,qz= 0.949047 -0.0455933 -0.0286221 -0.310503
2023-12-15 12:08:00.024 [INFO]:7164	[coordinateTransformation]:1003	calculateOffsetKnifeTip arm reference tx,ty,tz= -118.152 -145.743 -1583.51
2023-12-15 12:08:00.024 [INFO]:7164	[coordinateTransformation]:1004	calculateOffsetKnifeTip verify reference q0,qx,qy,qz= 0.948112 -0.0530234 -0.0481671 -0.309762
2023-12-15 12:08:00.024 [INFO]:7164	[coordinateTransformation]:1004	calculateOffsetKnifeTip verify reference tx,ty,tz= 35.3004 -238.982 -1572.16
2023-12-15 12:08:00.024 [INFO]:7164	[coordinateTransformation]:1051	calculateOffsetKnifeTip offset verify XYZ : 179.258    15.1872    -2.43709
2023-12-15 12:08:00.024 [INFO]:7164	[coordinateTransformation]:1052	calculateOffsetKnifeTip offset angle : Yaw:  -0.114514  Pitch:  -2.39709  Roll:  -0.0280407
2023-12-15 12:08:00.024 [DEBUG]:7164	[datamanager]:1485	read  "QuickToolParam/0720-L"
2023-12-15 12:08:00.024 [INFO]:7164	[coordinateTransformation]:1130	 offset knife tip XYZ : 174.384    15.6385    -28.2645
2023-12-15 12:08:00.024 [INFO]:7164	[coordinateTransformation]:1262	transformCoordinateToKnife verifyReference q0,qx,qy,qz= 0.948112 -0.0530234 -0.0481671 -0.309762
2023-12-15 12:08:00.024 [INFO]:7164	[coordinateTransformation]:1262	transformCoordinateToKnife verifyReference tx,ty,tz= 35.3004 -238.982 -1572.16
2023-12-15 12:08:00.024 [INFO]:7164	[coordinateTransformation]:1263	transformCoordinateToKnife boneReference q0,qx,qy,qz= 0.966243 -0.0077602 -0.0638443 0.249476
2023-12-15 12:08:00.024 [INFO]:7164	[coordinateTransformation]:1263	transformCoordinateToKnife boneReference tx,ty,tz= 171.512 -485.958 -1545.45
2023-12-15 12:08:00.024 [INFO]:7164	[coordinateTransformation]:1317	 near : -0.100095     0.232844     -0.486715     -0.00203649    -0.0793841    0.0109543
2023-12-15 12:08:00.024 [INFO]:7164	[navigatorController]:593	pos: 10  height:  60
2023-12-15 12:08:00.024 [INFO]:7164	[navigatorController]:594	knife pose : -0.100095    0.232844    -0.486715
2023-12-15 12:08:00.024 [INFO]:7164	[navigatorController]:595	knife pose : -0.00203649    -0.0793841    0.0109543
2023-12-15 12:08:00.024 [DEBUG]:7164	[CommunicationModule]:82	sendpos
2023-12-15 12:08:00.024 [INFO]:7164	[cutcontroller]:2387	send arm position x,y,x,a,b,c, level -0.100095 0.232844 -0.486715 -0.00203649 -0.0793841 0.0109543 50
2023-12-15 12:08:00.024 [INFO]:7164	[cutcontroller]:3099	start monitor leg move at step "femur ANTERIOR" when moving
2023-12-15 12:08:00.024 [INFO]:7164	[navigatorController]:758	ArmState :  1
2023-12-15 12:08:00.024 [INFO]:7164	[navigatorController]:759	isStart :  true
2023-12-15 12:08:00.024 [INFO]:7164	[navigatorController]:760	step :  5
2023-12-15 12:08:00.041 [DEBUG]:880	[CommunicationModule]:342	send arm command= 7 length= 36
2023-12-15 12:08:00.041 [DEBUG]:880	[CommunicationModule]:360	send data success!!!
2023-12-15 12:08:00.074 [DEBUG]:3560	[CommunicationModule]:507	receive message from arm. command= 112
2023-12-15 12:08:00.074 [INFO]:8092	[DeviceManager]:623	arm receive move start
2023-12-15 12:08:00.074 [INFO]:7164	[cutcontroller]:1388	arm receive move start
2023-12-15 12:08:00.127 [DEBUG]:3560	[CommunicationModule]:507	receive message from arm. command= 138
2023-12-15 12:08:00.566 [DEBUG]:3560	[CommunicationModule]:507	receive message from arm. command= 113
2023-12-15 12:08:00.566 [INFO]:8092	[DeviceManager]:629	arm receive move stop
2023-12-15 12:08:00.566 [INFO]:7164	[cutcontroller]:1391	arm receive move stop
2023-12-15 12:08:00.629 [DEBUG]:3560	[CommunicationModule]:507	receive message from arm. command= 102
2023-12-15 12:08:00.629 [INFO]:8092	[DeviceManager]:583	arm arrived relative pos
2023-12-15 12:08:00.629 [INFO]:7164	[cutcontroller]:1593	arm arrived relative pos
2023-12-15 12:08:00.629 [INFO]:7164	[cutcontroller]:3099	stop monitor leg move at step "femur ANTERIOR" when moving
2023-12-15 12:08:00.629 [INFO]:7164	[navigatorController]:758	ArmState :  1
2023-12-15 12:08:00.629 [INFO]:7164	[navigatorController]:759	isStart :  false
2023-12-15 12:08:00.629 [INFO]:7164	[navigatorController]:760	step :  5
2023-12-15 12:08:00.629 [INFO]:7164	[cutcontroller]:1289	arm arrived relative accurate near.
2023-12-15 12:08:00.940 [INFO]:7164	[navigatorController]:635	isReached() not in cut verify model, so verify reference is calculated based on arm reference and verify result.
2023-12-15 12:08:00.940 [INFO]:7164	[coordinateTransformation]:864	armReference q0,qx,qy,qz= -0.949021 0.0456269 0.0294904 0.310497
2023-12-15 12:08:00.940 [INFO]:7164	[coordinateTransformation]:864	armReference tx,ty,tz= -118.01 -145.367 -1584.31
2023-12-15 12:08:00.940 [INFO]:7164	[coordinateTransformation]:865	offsetSaw q0,qx,qy,qz= 0.999781 -0.00100422 -0.0209167 -0.00026555
2023-12-15 12:08:00.940 [INFO]:7164	[coordinateTransformation]:865	offsetSaw x,y,z= 179.258 15.1872 -2.43709
2023-12-15 12:08:00.940 [INFO]:7164	[coordinateTransformation]:879	++++offset 153.441 -93.2208 11.653
2023-12-15 12:08:00.940 [INFO]:7164	[coordinateTransformation]:1003	calculateOffsetKnifeTip arm reference q0,qx,qy,qz= -0.949021 0.0456269 0.0294904 0.310497
